track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
F2F,SZA,1,2022,12,9,989,0,67540165.0,5,9,1,0,0.0,90,D,Major,53,47,74,9,0,34,4,2022-12-09,1,low,slow,high_energy,mid_dance,other,1004.0,54032230.9,995,18.02823303072146
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,14,22,0,0,0.0,160,F,Major,72,78,68,28,0,11,12,2022-12-09,1,low,fast,mid_energy,high_dance,other,855.0,49615341.1,833,17.94295255698166
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,72,90,141,0,0.0,114,Unknown,Major,59,60,94,24,0,10,4,2017-11-10,6,low,medium,high_energy,mid_dance,other,2512.0,108579051.30000001,2422,18.726130573284518
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,89,39,158,0,0.0,113,G,Major,73,72,32,77,0,15,5,1958-01-01,65,mid,medium,low_energy,high_dance,chill_song,6576.0,236799403.4,6537,19.50586483997766
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0.0,147,Unknown,Major,67,69,72,17,0,19,3,2000-11-07,23,mid,fast,high_energy,mid_dance,other,7406.0,208894245.6,7353,19.38047890709165
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9.0,100,B,Minor,70,92,59,3,0,10,3,2022-11-04,1,low,medium,mid_energy,mid_dance,other,348.0,109351670.7,330,18.73322285400256
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,2,74,14,0,2.0,155,G#,Major,49,42,77,3,0,12,9,2022-12-02,1,low,fast,high_energy,mid_dance,other,447.0,108489172.30000001,369,18.725304162961514
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0.0,107,G,Minor,54,41,39,51,0,11,16,2021-12-03,2,mid,medium,low_energy,mid_dance,other,4299.0,285368327.0,4203,19.69243339875265
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,3,7,10,0,0.0,112,G#,Major,80,15,54,9,0,38,5,2022-12-02,1,low,medium,mid_energy,high_dance,sad_song,900.0,88520081.60000001,893,18.52188256119879
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24.0,166,C#,Major,70,57,57,9,20,11,7,2022-10-31,1,mid,fast,mid_energy,mid_dance,other,616.0,241495940.50000003,592,19.52550653874761
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0.0,107,F#,Minor,69,96,36,81,0,8,4,1959-01-01,64,low,medium,low_energy,mid_dance,chill_song,3444.0,101622501.9,3405,18.65991585683328
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0.0,81,G#,Major,47,33,68,24,0,22,38,2022-12-09,1,low,slow,mid_energy,mid_dance,other,831.0,45715647.50000001,820,17.86109298812404
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0.0,150,C#,Major,79,77,46,5,0,11,7,2022-12-09,1,low,fast,mid_energy,high_dance,other,917.0,45496641.1,903,17.856290652144143
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11.0,110,A,Major,66,19,32,69,0,12,4,2022-10-21,1,mid,medium,low_energy,mid_dance,chill_song,2546.0,258749996.70000002,2478,19.59451551086245
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0.0,108,G,Major,64,4,40,6,0,10,6,2022-10-21,1,mid,medium,low_energy,mid_dance,sad_song,2346.0,254181301.60000002,2330,19.576701004207187
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0.0,130,E,Minor,89,48,74,30,0,7,36,2022-09-28,1,low,fast,high_energy,high_dance,party_song,1068.0,92915573.10000001,1068,18.570344303122894
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0.0,164,G,Major,70,39,56,6,0,9,7,2022-10-21,1,mid,fast,mid_energy,mid_dance,other,2797.0,262566436.3,2760,19.609157225070796
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0.0,114,B,Minor,80,42,68,2,0,66,4,2022-05-06,1,high,medium,mid_energy,high_dance,other,2630.0,486583167.8,2531,20.2260614350249
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0.0,93,F,Major,63,93,88,1,0,12,4,2005-09-20,18,low,medium,high_energy,mid_dance,other,2771.0,144462240.1,2715,19.011670490174666
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0.0,90,C#,Minor,87,51,69,36,0,9,8,2021-06-25,2,high,slow,mid_energy,high_dance,other,7131.0,647446233.5,7032,20.51168880479866
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0.0,128,B,Major,45,35,68,78,0,39,8,2022-12-08,1,low,fast,mid_energy,mid_dance,other,725.0,39410440.2,716,17.712683078771793
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36.0,97,A,Major,83,47,80,2,0,24,9,2022-05-06,1,high,medium,high_energy,high_dance,party_song,3367.0,491644384.5,3260,20.236409121683728
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1.0,152,G,Minor,69,94,71,79,0,7,8,1958-01-01,65,mid,fast,high_energy,mid_dance,other,8815.0,196281620.4,8784,19.318200192512254
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0.0,175,G#,Major,51,94,34,73,0,10,5,1957-01-01,66,low,fast,low_energy,mid_dance,chill_song,4426.0,142928799.8,4423,19.00099769095759
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0.0,116,D,Major,61,48,55,67,0,16,8,2022-12-09,1,low,medium,mid_energy,mid_dance,other,698.0,41313416.0,683,17.759839772518962
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2.0,80,F,Minor,33,51,59,76,0,44,6,2022-12-02,1,low,slow,mid_energy,low_dance,other,410.0,62511998.2,406,18.1740119949163
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1.0,93,B,Minor,63,34,86,26,0,21,39,2022-08-25,1,mid,medium,high_energy,mid_dance,other,3491.0,257869275.70000005,3424,19.591105589943194
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,0.0,122,E,Major,70,42,54,30,0,37,5,2021-08-13,2,high,fast,mid_energy,mid_dance,other,7990.0,806090664.7,7960,20.73084943861118
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,0.0,122,G,Major,70,91,79,3,0,7,10,2022-01-07,1,mid,fast,high_energy,mid_dance,party_song,4731.0,261434710.4,4654,19.604836992925126
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3.0,135,A,Minor,70,60,58,4,0,16,3,2022-01-07,1,mid,fast,mid_energy,mid_dance,other,3026.0,313001383.1000001,2928,19.784860798854048
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6.0,109,F,Major,60,45,47,62,0,31,5,2022-01-05,1,mid,medium,mid_energy,mid_dance,chill_song,2399.0,279668695.5,2370,19.67225898522121
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,0.0,93,Unknown,Minor,65,82,74,27,0,32,5,2022-01-07,1,mid,medium,high_energy,mid_dance,other,3910.0,271728212.70000005,3822,19.643455095248974
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11.0,125,B,Minor,85,64,81,2,5,7,9,2021-08-20,2,high,fast,high_energy,high_dance,party_song,13125.0,539819589.1,13051,20.32988680261549
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,0.0,206,Unknown,Minor,58,83,45,36,0,11,8,2021-11-19,2,mid,fast,mid_energy,mid_dance,other,3013.0,346176252.90000004,2924,19.885601353887584
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,0.0,130,G,Major,76,44,77,1,0,13,3,2021-06-24,2,high,fast,high_energy,high_dance,party_song,15477.0,1047911370.7,15331,20.993207052911096
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0.0,121,G,Minor,80,62,51,2,0,9,8,2022-01-07,1,low,fast,mid_energy,high_dance,other,1984.0,95390844.30000001,1937,18.596634712283393
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0.0,123,F#,Minor,74,35,73,0,0,21,5,2022-01-07,1,low,fast,high_energy,high_dance,party_song,2351.0,93523092.9,2322,18.576860050438732
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0.0,122,B,Minor,67,50,67,15,0,30,4,2017-06-23,6,high,fast,mid_energy,mid_dance,other,4795.0,710438031.1,4795,20.604535219601274
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1.0,143,Unknown,Major,53,50,79,0,0,8,3,2022-01-07,1,mid,fast,high_energy,mid_dance,other,2957.0,160528976.8,2879,19.117126837111623
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0.0,121,A#,Minor,70,35,77,1,0,26,4,2021-08-06,2,low,fast,high_energy,mid_dance,party_song,2732.0,104524902.10000001,2652,18.688076972977854
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,0.0,166,F#,Minor,56,68,66,28,0,11,18,2021-05-14,2,high,fast,mid_energy,mid_dance,other,16345.0,1509633231.3,16283,21.35827508562462
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0.0,135,C#,Major,41,27,64,36,0,60,3,2022-01-07,1,low,fast,mid_energy,mid_dance,sad_song,1452.0,70483220.4,1434,18.294026778941856
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0.0,87,E,Minor,49,49,59,44,0,35,21,2022-01-07,1,low,slow,mid_energy,mid_dance,other,1327.0,80892116.4,1309,18.431768892591833
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12.0,111,G#,Major,77,74,66,30,0,13,3,2021-04-09,2,high,medium,mid_energy,high_dance,other,16823.0,1260375195.5,16746,21.177817580827515
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0.0,110,D,Major,75,85,84,10,0,31,19,2022-01-07,1,low,medium,high_energy,high_dance,party_song,1206.0,73324938.6,1196,18.33355329113529
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,0.0,130,C#,Major,66,19,61,30,0,9,7,2021-06-11,2,high,fast,mid_energy,mid_dance,sad_song,6983.0,834055393.6000001,6947,20.764953129628207
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,0.0,179,G#,Minor,61,76,51,30,0,38,15,2020-09-18,3,high,fast,mid_energy,mid_dance,other,13361.0,1388354653.7000003,13342,21.274527844446375
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,0.0,93,F,Minor,74,53,73,61,0,13,4,2019-07-26,4,high,medium,high_energy,high_dance,party_song,6021.0,581470868.7,6005,20.404214009253774
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0.0,78,A,Minor,27,10,49,62,0,49,5,2022-01-07,1,low,slow,mid_energy,low_dance,chill_song,826.0,43146901.900000006,818,17.803262864767014
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0.0,180,D,Major,65,37,58,2,0,4,31,2021-11-19,2,mid,fast,mid_energy,mid_dance,other,1862.0,214207006.0,1814,19.405596158473614
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0.0,86,A,Minor,28,13,41,50,0,19,3,2022-01-07,1,low,slow,mid_energy,low_dance,sad_song,1043.0,59681266.2,1026,18.127670595814365
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4.0,88,C#,Minor,74,55,85,1,0,5,22,2021-09-17,2,high,slow,high_energy,high_dance,party_song,8445.0,736638547.5,8434,20.64075036367311
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1.0,97,C#,Major,68,72,78,4,0,7,5,2021-11-05,2,high,medium,high_energy,mid_dance,other,4933.0,431676697.90000004,4914,20.10632992947973
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75.0,134,B,Minor,71,59,80,13,0,36,5,2017-12-08,6,high,fast,high_energy,high_dance,party_song,9854.0,1094249238.3000002,9706,21.0364771078067
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40.0,116,D,Major,75,36,76,12,0,10,10,2020-09-21,3,high,medium,high_energy,high_dance,party_song,3482.0,462566607.1,3427,20.175443976177817
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0.0,170,E,Minor,64,14,70,9,0,9,8,2021-10-05,2,high,fast,mid_energy,mid_dance,sad_song,3634.0,620434002.5,3537,20.46907279184941
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,0.0,140,C#,Minor,83,40,55,16,0,14,23,2021-09-10,2,high,fast,mid_energy,high_dance,other,2863.0,690900710.7,2741,20.57664986130797
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5.0,118,G,Minor,75,46,76,3,0,9,4,2021-11-04,2,high,medium,high_energy,high_dance,party_song,9777.0,524812045.3000001,9659,20.301692555524923
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,0.0,65,Unknown,Major,31,31,24,76,0,14,4,2021-07-30,2,high,slow,low_energy,low_dance,chill_song,9030.0,845408883.6,8897,20.778473503871783
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,0.0,120,Unknown,Minor,56,16,67,0,0,11,4,2021-10-22,2,high,medium,mid_energy,mid_dance,sad_song,8084.0,489596140.8,7893,20.2322334253996
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,0.0,176,D#,Major,29,12,33,68,0,12,5,2021-05-21,2,high,fast,low_energy,low_dance,chill_song,5525.0,984685213.5000001,5476,20.93097558549766
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,0.0,180,G#,Minor,59,69,61,84,0,46,36,2021-09-10,2,high,fast,mid_energy,mid_dance,other,1970.0,466385283.5,1947,20.183665807269623
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,0.0,144,A#,Major,59,21,43,76,0,10,7,2021-01-08,2,high,fast,mid_energy,mid_dance,chill_song,13419.0,1486516628.0,13355,21.342844084660225
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0.0,133,F#,Minor,82,52,61,38,0,14,27,2021-11-30,2,mid,fast,mid_energy,high_dance,other,747.0,192547624.10000002,743,19.298997297425874
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2.0,93,Unknown,Major,63,21,52,28,0,9,3,2021-11-12,2,high,medium,mid_energy,mid_dance,sad_song,4772.0,466950069.6,4715,20.184875451917055
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0.0,122,A#,Major,77,25,62,34,0,23,3,2022-01-07,1,low,fast,mid_energy,high_dance,sad_song,1196.0,51042941.6,1191,17.971319075938023
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0.0,88,C#,Major,53,55,73,9,0,3,5,2021-11-19,2,mid,slow,high_energy,mid_dance,other,4742.0,372972226.3000001,4735,19.960156879948386
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0.0,170,F,Minor,70,61,44,40,0,37,4,2022-01-05,1,mid,fast,mid_energy,mid_dance,other,806.0,189552460.20000002,803,19.283319532538627
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0.0,94,F,Minor,46,55,50,71,0,10,11,2022-01-07,1,low,medium,mid_energy,mid_dance,chill_song,737.0,33539646.1,735,17.55138015241444
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0.0,170,A#,Major,65,46,47,12,0,13,16,2021-11-18,2,mid,fast,mid_energy,mid_dance,other,2947.0,180207634.70000002,2947,19.23276227492921
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0.0,90,E,Minor,79,79,70,57,0,66,8,2021-10-27,2,mid,slow,mid_energy,high_dance,party_song,2915.0,314584483.0,2891,19.789905893937977
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10.0,78,G,Major,40,7,29,62,0,9,3,2021-12-01,2,mid,slow,low_energy,low_dance,chill_song,2128.0,229761007.0,2110,19.475692932736543
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30.0,94,D,Major,57,36,58,5,0,15,3,2018-03-09,5,high,medium,mid_energy,mid_dance,other,4217.0,479816560.7,4073,20.212057151488324
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1.0,73,D,Major,83,11,41,0,0,36,14,2021-10-30,2,mid,slow,mid_energy,high_dance,sad_song,2654.0,274223795.90000004,2638,19.65259772830119
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1.0,176,C#,Major,73,79,86,42,0,7,18,2021-08-03,2,high,fast,high_energy,high_dance,party_song,5681.0,539041439.3000001,5646,20.328445561538473
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16.0,128,D#,Minor,81,57,63,40,1,10,4,2020-11-02,3,high,fast,mid_energy,high_dance,other,12536.0,934915435.9,12431,20.879108910723936
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,0.0,120,G#,Major,58,44,60,44,9,5,6,2019-08-30,4,high,medium,mid_energy,mid_dance,other,2797.0,432432043.20000005,2795,20.10807867615502
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0.0,82,D,Major,63,85,62,6,0,35,4,2021-11-05,2,mid,slow,mid_energy,mid_dance,other,5142.0,306840614.70000005,5102,19.764980936845582
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1.0,95,D,Major,77,40,47,2,0,9,3,2020-03-13,3,high,medium,mid_energy,high_dance,other,6886.0,424409635.8,6871,20.089351635493692
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0.0,118,Unknown,Major,44,52,94,11,0,4,29,2022-01-07,1,low,medium,high_energy,mid_dance,other,718.0,29846445.1,717,17.43471748110364
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28.0,123,B,Minor,75,93,86,8,0,14,3,2021-10-22,2,high,fast,high_energy,high_dance,party_song,3282.0,408701758.4,3209,20.051639056485406
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,0.0,90,Unknown,Major,63,49,68,38,0,42,18,2021-03-19,2,high,slow,mid_energy,mid_dance,other,15041.0,1156754742.8,14983,21.092026615470786
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25.0,110,E,Minor,73,14,57,40,0,11,5,2020-10-30,3,high,medium,mid_energy,high_dance,sad_song,12150.0,1410692094.0,11929,21.290489023111622
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3.0,96,C#,Minor,66,76,82,47,0,10,32,2021-12-29,2,mid,medium,high_energy,mid_dance,other,1733.0,299353358.6,1713,19.740278224351528
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2.0,88,D,Minor,56,58,55,35,0,23,11,2022-01-09,1,low,slow,mid_energy,mid_dance,other,2594.0,87047475.5,2470,18.50510544588072
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16.0,98,A,Minor,73,60,85,17,0,24,5,2021-09-08,2,mid,medium,high_energy,high_dance,party_song,3019.0,349356560.6,2925,19.89474637951667
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1.0,110,Unknown,Minor,72,67,68,0,0,14,4,2021-09-24,2,mid,medium,mid_energy,high_dance,other,4285.0,336832902.70000005,4269,19.858239866802755
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,0.0,80,Unknown,Major,70,57,49,19,0,12,8,2020-07-17,3,high,slow,mid_energy,mid_dance,other,3042.0,401233615.6,3027,20.033197236691418
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3.0,110,C#,Minor,86,31,53,43,0,11,6,2021-09-16,2,mid,medium,mid_energy,high_dance,other,3788.0,283252547.5,3782,19.684991719659962
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5.0,110,G#,Major,79,70,36,0,0,6,11,2021-05-21,2,high,medium,low_energy,high_dance,other,5328.0,914918740.1,5182,20.857488839853396
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0.0,78,C#,Minor,77,49,42,1,1,13,19,2022-01-07,1,mid,slow,mid_energy,high_dance,other,3642.0,249116466.9,3614,19.556573226362737
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4.0,129,G#,Major,83,44,62,2,0,8,6,2021-06-24,2,high,fast,mid_energy,high_dance,other,5269.0,538125507.3,5256,20.326744985947123
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46.0,181,A,Major,44,22,60,61,0,42,9,2021-04-01,2,high,fast,mid_energy,mid_dance,sad_song,7892.0,1005505280.5,7803,20.951898820122032
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,0.0,114,F#,Minor,75,74,77,1,0,9,10,2020-08-21,3,high,medium,high_energy,high_dance,party_song,9518.0,1354319246.9,9350,21.24970768606717
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0.0,144,D,Major,74,39,65,5,1,11,35,2021-11-05,2,mid,fast,mid_energy,high_dance,other,3182.0,196076810.70000002,3182,19.31715906784251
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46.0,101,D,Major,66,18,68,9,0,12,4,2019-01-11,4,high,medium,mid_energy,mid_dance,sad_song,8481.0,549388258.9000001,8288,20.347458105832793
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0.0,84,D,Major,67,78,63,29,0,12,5,2021-10-21,2,mid,slow,mid_energy,mid_dance,other,1100.0,209131444.9,1095,19.381616584922103
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2.0,154,F#,Major,66,63,69,21,0,11,7,2021-07-08,2,high,fast,mid_energy,mid_dance,other,3499.0,488036825.9,3443,20.22904430249892
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10.0,148,F,Major,59,72,62,18,0,9,3,2021-03-05,2,high,fast,mid_energy,mid_dance,other,15356.0,892706123.3000001,15223,20.832909932661202
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3.0,146,F,Minor,85,22,37,13,0,7,30,2021-09-03,2,high,fast,low_energy,high_dance,sad_song,5335.0,475586905.5,5289,20.203202649631606
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21.0,120,B,Minor,77,51,79,20,0,26,6,2021-08-01,2,high,medium,high_energy,high_dance,party_song,6457.0,453564399.40000004,6384,20.155790047219458
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4.0,136,Unknown,Minor,77,82,30,95,0,13,5,2021-11-11,2,mid,fast,low_energy,high_dance,chill_song,5334.0,299766016.3,5228,19.741654787745002
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0.0,141,C#,Major,59,56,63,12,0,6,36,2021-11-19,2,mid,fast,mid_energy,mid_dance,other,1220.0,147949833.4,1182,19.035526590184407
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0.0,108,A,Minor,46,23,48,75,30,14,4,2022-01-07,1,low,medium,mid_energy,mid_dance,chill_song,773.0,25567733.6,772,17.279982287033004
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0.0,94,Unknown,Major,42,47,36,76,0,9,5,2021-11-19,2,low,medium,low_energy,mid_dance,chill_song,1070.0,133661226.9,1023,18.93396186451702
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13.0,180,A,Major,35,41,94,0,63,5,5,2015-05-10,8,high,fast,high_energy,low_dance,other,3187.0,659536475.3000001,3150,20.5301909323955
